ID,SampleID,Trip Number,ObsSex,OtolithObs,OtolithMounted,OtoAge,Length,Lat,Long,DatasheetType,PrivateData
6226,20-SS-HS-HYP 216,IndustrySurvey,1,TRUE,TRUE,14,131,44.62617,-56.48983,2020_HalibutSurvey,TRUE
6227,20-SS-HS-HYP 217,IndustrySurvey,2,TRUE,TRUE,11,152,44.62617,-56.48983,2020_HalibutSurvey,TRUE
6228,20-SS-HS-HYP 218,IndustrySurvey,2,TRUE,TRUE,12,125,44.62617,-56.48983,2020_HalibutSurvey,TRUE
6229,20-SS-HS-HYP 219,IndustrySurvey,1,TRUE,TRUE,14,112,44.62617,-56.48983,2020_HalibutSurvey,TRUE
6230,20-SS-HS-HYP 220,IndustrySurvey,1,TRUE,TRUE,18,121,44.62617,-56.48983,2020_HalibutSurvey,TRUE
6233,20-SS-HS-HYP 223,IndustrySurvey,2,TRUE,TRUE,9,106,44.63883,-56.409,2020_HalibutSurvey,TRUE
6234,20-SS-HS-HYP 224,IndustrySurvey,2,TRUE,TRUE,12,146,44.63883,-56.409,2020_HalibutSurvey,TRUE
6236,20-SS-HS-HYP 226,IndustrySurvey,2,TRUE,TRUE,8,135,44.63883,-56.409,2020_HalibutSurvey,TRUE
6237,20-SS-HS-HYP 227,IndustrySurvey,1,TRUE,TRUE,12,90,44.63083,-56.4545,2020_HalibutSurvey,TRUE
6238,20-SS-HS-HYP 228,IndustrySurvey,2,TRUE,TRUE,11,141,44.63083,-56.4545,2020_HalibutSurvey,TRUE
6239,20-SS-HS-HYP 229,IndustrySurvey,2,TRUE,TRUE,9,129,44.63083,-56.4545,2020_HalibutSurvey,TRUE
6240,20-SS-HS-HYP 230,IndustrySurvey,2,TRUE,TRUE,12,150,44.63083,-56.4545,2020_HalibutSurvey,TRUE
6241,20-SS-HS-HYP 231,IndustrySurvey,2,TRUE,TRUE,9,132,44.63083,-56.4545,2020_HalibutSurvey,TRUE
6242,20-SS-HS-HYP 232,IndustrySurvey,2,TRUE,TRUE,15,100,44.63083,-56.4545,2020_HalibutSurvey,TRUE
6243,20-SS-HS-HYP 233,IndustrySurvey,1,TRUE,TRUE,13,120,44.63083,-56.4545,2020_HalibutSurvey,TRUE
6245,20-SS-HS-HYP 235,IndustrySurvey,2,TRUE,TRUE,11,157,44.63083,-56.4545,2020_HalibutSurvey,TRUE
6246,20-SS-HS-HYP 236,IndustrySurvey,2,TRUE,TRUE,12,130,44.63083,-56.4545,2020_HalibutSurvey,TRUE
6248,20-SS-HS-HYP 238,IndustrySurvey,2,TRUE,TRUE,10,139,44.6205,-56.51683,2020_HalibutSurvey,TRUE
6249,20-SS-HS-HYP 239,IndustrySurvey,2,TRUE,TRUE,9,148,44.6205,-56.51683,2020_HalibutSurvey,TRUE
6250,20-SS-HS-HYP 240,IndustrySurvey,1,TRUE,TRUE,13,112,44.6205,-56.51683,2020_HalibutSurvey,TRUE
6251,20-SS-HS-HYP 241,IndustrySurvey,2,TRUE,TRUE,9,142,44.6205,-56.51683,2020_HalibutSurvey,TRUE
6252,20-SS-HS-HYP 242,IndustrySurvey,1,TRUE,TRUE,16,118,44.6205,-56.51683,2020_HalibutSurvey,TRUE
6253,20-SS-HS-HYP 243,IndustrySurvey,2,TRUE,TRUE,11,134,44.6205,-56.51683,2020_HalibutSurvey,TRUE
6254,20-SS-HS-HYP 244,IndustrySurvey,2,TRUE,TRUE,9,146,44.59317,-56.56867,2020_HalibutSurvey,TRUE
6257,20-SS-HS-HYP 247,IndustrySurvey,2,TRUE,TRUE,7,136,44.59317,-56.56867,2020_HalibutSurvey,TRUE
6258,20-SS-HS-HYP 248,IndustrySurvey,1,TRUE,TRUE,14,115,44.59317,-56.56867,2020_HalibutSurvey,TRUE
6259,20-SS-HS-HYP 249,IndustrySurvey,1,TRUE,TRUE,7,100,44.58333,-56.63567,2020_HalibutSurvey,TRUE
6260,20-SS-HS-HYP 250,IndustrySurvey,2,TRUE,TRUE,8,125,44.58333,-56.63567,2020_HalibutSurvey,TRUE
6261,20-SS-HS-HYP 251,IndustrySurvey,1,TRUE,TRUE,6,114,44.58333,-56.63567,2020_HalibutSurvey,TRUE
6262,20-SS-HS-HYP 252,IndustrySurvey,2,TRUE,TRUE,10,154,44.58333,-56.63567,2020_HalibutSurvey,TRUE
6263,20-SS-HS-HYP 253,IndustrySurvey,1,TRUE,TRUE,7,107,44.58333,-56.63567,2020_HalibutSurvey,TRUE
6264,20-SS-HS-HYP 254,IndustrySurvey,2,TRUE,TRUE,9,139,44.58333,-56.63567,2020_HalibutSurvey,TRUE
6265,20-SS-HS-HYP 255,IndustrySurvey,1,TRUE,TRUE,15,103,44.58333,-56.63567,2020_HalibutSurvey,TRUE
6266,20-SS-HS-HYP 256,IndustrySurvey,2,TRUE,TRUE,11,142,44.58333,-56.63567,2020_HalibutSurvey,TRUE
6267,20-SS-HS-HYP 257,IndustrySurvey,2,TRUE,TRUE,12,129,44.58333,-56.63567,2020_HalibutSurvey,TRUE
6268,20-SS-HS-HYP 258,IndustrySurvey,2,TRUE,TRUE,13,92,44.39833,-57.377,2020_HalibutSurvey,TRUE
6269,20-SS-HS-HYP 259,IndustrySurvey,1,TRUE,TRUE,8,87,44.39833,-57.377,2020_HalibutSurvey,TRUE
6270,20-SS-HS-HYP 260,IndustrySurvey,1,TRUE,TRUE,7,95,44.39833,-57.377,2020_HalibutSurvey,TRUE
6271,20-SS-HS-HYP 261,IndustrySurvey,2,TRUE,TRUE,9,118,44.39833,-57.377,2020_HalibutSurvey,TRUE
6272,20-SS-HS-HYP 262,IndustrySurvey,1,TRUE,TRUE,7,100,44.39833,-57.377,2020_HalibutSurvey,TRUE
6273,20-SS-HS-HYP 263,IndustrySurvey,1,TRUE,TRUE,10,89,44.39833,-57.377,2020_HalibutSurvey,TRUE
6274,20-SS-HS-HYP 264,IndustrySurvey,1,TRUE,TRUE,5,96,44.39833,-57.377,2020_HalibutSurvey,TRUE
6275,20-SS-HS-HYP 265,IndustrySurvey,1,TRUE,TRUE,6,105,44.39833,-57.377,2020_HalibutSurvey,TRUE
6276,20-SS-HS-HYP 266,IndustrySurvey,2,TRUE,TRUE,10,114,44.39833,-57.377,2020_HalibutSurvey,TRUE
6277,20-SS-HS-HYP 267,IndustrySurvey,2,TRUE,TRUE,7,141,44.39833,-57.377,2020_HalibutSurvey,TRUE
6278,20-SS-HS-HYP 268,IndustrySurvey,2,TRUE,TRUE,13,164,44.39833,-57.377,2020_HalibutSurvey,TRUE
6280,20-SS-HS-HYP 270,IndustrySurvey,2,TRUE,TRUE,7,136,44.39833,-57.377,2020_HalibutSurvey,TRUE
6281,20-SS-HS-HYP 271,IndustrySurvey,2,TRUE,TRUE,14,182,44.39833,-57.377,2020_HalibutSurvey,TRUE
6497,20-SS-HS-HYP 487,IndustrySurvey,2,TRUE,TRUE,14,129,44.425,-51.7655,2020_HalibutSurvey,TRUE
6498,20-SS-HS-HYP 488,IndustrySurvey,2,TRUE,TRUE,6,84,44.425,-51.7655,2020_HalibutSurvey,TRUE
6499,20-SS-HS-HYP 489,IndustrySurvey,2,TRUE,TRUE,10,152,44.425,-51.7655,2020_HalibutSurvey,TRUE
6500,20-SS-HS-HYP 490,IndustrySurvey,2,TRUE,TRUE,9,121,44.425,-51.7655,2020_HalibutSurvey,TRUE
6501,20-SS-HS-HYP 491,IndustrySurvey,2,TRUE,TRUE,8,135,44.425,-51.7655,2020_HalibutSurvey,TRUE
6502,20-SS-HS-HYP 492,IndustrySurvey,2,TRUE,TRUE,8,140,44.425,-51.7655,2020_HalibutSurvey,TRUE
6503,20-SS-HS-HYP 493,IndustrySurvey,2,TRUE,TRUE,12,157,44.425,-51.7655,2020_HalibutSurvey,TRUE
6504,20-SS-HS-HYP 494,IndustrySurvey,2,TRUE,TRUE,10,143,44.425,-51.7655,2020_HalibutSurvey,TRUE
6505,20-SS-HS-HYP 495,IndustrySurvey,2,TRUE,TRUE,10,105,44.425,-51.7655,2020_HalibutSurvey,TRUE
6506,20-SS-HS-HYP 496,IndustrySurvey,2,TRUE,TRUE,8,96,44.425,-51.7655,2020_HalibutSurvey,TRUE
6508,20-SS-HS-HYP 498,IndustrySurvey,1,TRUE,TRUE,12,137,44.425,-51.7655,2020_HalibutSurvey,TRUE
6509,20-SS-HS-HYP 499,IndustrySurvey,1,TRUE,TRUE,6,98,44.425,-51.7655,2020_HalibutSurvey,TRUE
6510,20-SS-HS-HYP 500,IndustrySurvey,2,TRUE,TRUE,6,110,44.60717,-50.323,2020_HalibutSurvey,TRUE
6511,20-SS-HS-HYP 501,IndustrySurvey,2,TRUE,TRUE,11,129,44.60717,-50.323,2020_HalibutSurvey,TRUE
6512,20-SS-HS-HYP 502,IndustrySurvey,2,TRUE,TRUE,12,135,44.60717,-50.323,2020_HalibutSurvey,TRUE
6513,20-SS-HS-HYP 503,IndustrySurvey,2,TRUE,TRUE,12,119,44.60717,-50.323,2020_HalibutSurvey,TRUE
6514,20-SS-HS-HYP 504,IndustrySurvey,1,TRUE,TRUE,11,130,44.60717,-50.323,2020_HalibutSurvey,TRUE
6516,20-SS-HS-HYP 506,IndustrySurvey,2,TRUE,TRUE,10,123,44.60717,-50.323,2020_HalibutSurvey,TRUE
6517,20-SS-HS-HYP 507,IndustrySurvey,2,TRUE,TRUE,11,146,44.512,-50.36967,2020_HalibutSurvey,TRUE
6518,20-SS-HS-HYP 508,IndustrySurvey,2,TRUE,TRUE,7,115,44.512,-50.36967,2020_HalibutSurvey,TRUE
6519,20-SS-HS-HYP 509,IndustrySurvey,2,TRUE,TRUE,8,138,44.512,-50.36967,2020_HalibutSurvey,TRUE
6520,20-SS-HS-HYP 510,IndustrySurvey,2,TRUE,TRUE,12,133,44.512,-50.36967,2020_HalibutSurvey,TRUE
6521,20-SS-HS-HYP 511,IndustrySurvey,1,TRUE,TRUE,11,129,44.512,-50.36967,2020_HalibutSurvey,TRUE
6522,20-SS-HS-HYP 512,IndustrySurvey,2,TRUE,TRUE,6,105,44.512,-50.36967,2020_HalibutSurvey,TRUE
6523,20-SS-HS-HYP 513,IndustrySurvey,2,TRUE,TRUE,7,142,44.512,-50.36967,2020_HalibutSurvey,TRUE
6524,20-SS-HS-HYP 514,IndustrySurvey,2,TRUE,TRUE,7,106,44.512,-50.36967,2020_HalibutSurvey,TRUE
6525,20-SS-HS-HYP 515,IndustrySurvey,2,TRUE,TRUE,11,165,44.512,-50.36967,2020_HalibutSurvey,TRUE
6526,20-SS-HS-HYP 516,IndustrySurvey,2,TRUE,TRUE,11,117,44.512,-50.36967,2020_HalibutSurvey,TRUE
6527,20-SS-HS-HYP 517,IndustrySurvey,2,TRUE,TRUE,12,128,44.512,-50.36967,2020_HalibutSurvey,TRUE
6528,20-SS-HS-HYP 518,IndustrySurvey,2,TRUE,TRUE,14,170,44.47117,-50.259,2020_HalibutSurvey,TRUE
6529,20-SS-HS-HYP 519,IndustrySurvey,2,TRUE,TRUE,11,130,44.47117,-50.259,2020_HalibutSurvey,TRUE
6530,20-SS-HS-HYP 520,IndustrySurvey,2,TRUE,TRUE,8,117,44.47117,-50.259,2020_HalibutSurvey,TRUE
6531,20-SS-HS-HYP 521,IndustrySurvey,2,TRUE,TRUE,13,187,44.47117,-50.259,2020_HalibutSurvey,TRUE
6532,20-SS-HS-HYP 522,IndustrySurvey,1,TRUE,TRUE,6,96,44.47117,-50.259,2020_HalibutSurvey,TRUE
6533,20-SS-HS-HYP 523,IndustrySurvey,2,TRUE,TRUE,9,137,44.47117,-50.259,2020_HalibutSurvey,TRUE
6534,20-SS-HS-HYP 524,IndustrySurvey,2,TRUE,TRUE,10,123,44.47117,-50.259,2020_HalibutSurvey,TRUE
6535,20-SS-HS-HYP 525,IndustrySurvey,2,TRUE,TRUE,12,167,44.4475,-50.24783,2020_HalibutSurvey,TRUE
6536,20-SS-HS-HYP 526,IndustrySurvey,2,TRUE,TRUE,10,122,44.4475,-50.24783,2020_HalibutSurvey,TRUE
6537,20-SS-HS-HYP 530,IndustrySurvey,2,TRUE,TRUE,8,96,44.11367,-50.73867,2020_HalibutSurvey,TRUE
6538,20-SS-HS-HYP 531,IndustrySurvey,2,TRUE,TRUE,10,154,44.11367,-50.73867,2020_HalibutSurvey,TRUE
6539,20-SS-HS-HYP 532,IndustrySurvey,1,TRUE,TRUE,8,95,44.11367,-50.73867,2020_HalibutSurvey,TRUE
6540,20-SS-HS-HYP 533,IndustrySurvey,2,TRUE,TRUE,8,122,44.11367,-50.73867,2020_HalibutSurvey,TRUE
6541,20-SS-HS-HYP 534,IndustrySurvey,1,TRUE,TRUE,8,105,44.11367,-50.73867,2020_HalibutSurvey,TRUE
6542,20-SS-HS-HYP 535,IndustrySurvey,2,TRUE,TRUE,7,84,44.11367,-50.73867,2020_HalibutSurvey,TRUE
6543,20-SS-HS-HYP 536,IndustrySurvey,1,TRUE,TRUE,10,108,44.11367,-50.73867,2020_HalibutSurvey,TRUE
6544,20-SS-HS-HYP 537,IndustrySurvey,1,TRUE,TRUE,13,116,44.11367,-50.73867,2020_HalibutSurvey,TRUE
6545,20-SS-HS-HYP 538,IndustrySurvey,1,TRUE,TRUE,8,90,44.11367,-50.73867,2020_HalibutSurvey,TRUE
6546,20-SS-HS-HYP 539,IndustrySurvey,2,TRUE,TRUE,7,121,42.91233,-50.71783,2020_HalibutSurvey,TRUE
6547,20-SS-HS-HYP 540,IndustrySurvey,2,TRUE,TRUE,6,103,42.91233,-50.71783,2020_HalibutSurvey,TRUE
6548,20-SS-HS-HYP 541,IndustrySurvey,2,TRUE,TRUE,10,98,42.91233,-50.71783,2020_HalibutSurvey,TRUE
6549,20-SS-HS-HYP 542,IndustrySurvey,1,TRUE,TRUE,9,123,42.91233,-50.71783,2020_HalibutSurvey,TRUE
6550,20-SS-HS-HYP 543,IndustrySurvey,1,TRUE,TRUE,7,104,42.91233,-50.71783,2020_HalibutSurvey,TRUE
6551,20-SS-HS-HYP 544,IndustrySurvey,1,TRUE,TRUE,10,118,42.91233,-50.71783,2020_HalibutSurvey,TRUE
6552,20-SS-HS-HYP 545,IndustrySurvey,2,TRUE,TRUE,9,126,42.91233,-50.71783,2020_HalibutSurvey,TRUE
6553,20-SS-HS-HYP 546,IndustrySurvey,2,TRUE,TRUE,8,107,42.91233,-50.71783,2020_HalibutSurvey,TRUE
6555,20-SS-HS-HYP 548,IndustrySurvey,2,TRUE,TRUE,15,166,42.91233,-50.71783,2020_HalibutSurvey,TRUE
6556,20-SS-HS-HYP 549,IndustrySurvey,2,TRUE,TRUE,13,142,42.91233,-50.71783,2020_HalibutSurvey,TRUE
6557,20-SS-HS-HYP 550,IndustrySurvey,2,TRUE,TRUE,15,136,42.91233,-50.71783,2020_HalibutSurvey,TRUE
6558,20-SS-HS-HYP 551,IndustrySurvey,2,TRUE,TRUE,18,173,42.91233,-50.71783,2020_HalibutSurvey,TRUE
6559,20-SS-HS-HYP 552,IndustrySurvey,2,TRUE,TRUE,10,115,42.91233,-50.71783,2020_HalibutSurvey,TRUE
6560,20-SS-HS-HYP 553,IndustrySurvey,2,TRUE,TRUE,11,132,42.91233,-50.71783,2020_HalibutSurvey,TRUE
6561,20-SS-HS-HYP 554,IndustrySurvey,1,TRUE,TRUE,14,115,42.91667,-50.73117,2020_HalibutSurvey,TRUE
6562,20-SS-HS-HYP 555,IndustrySurvey,1,TRUE,TRUE,13,97,42.91667,-50.73117,2020_HalibutSurvey,TRUE
6563,20-SS-HS-HYP 556,IndustrySurvey,2,TRUE,TRUE,5,115,42.91667,-50.73117,2020_HalibutSurvey,TRUE
6564,20-SS-HS-HYP 557,IndustrySurvey,2,TRUE,TRUE,13,126,42.91667,-50.73117,2020_HalibutSurvey,TRUE
6565,20-SS-HS-HYP 558,IndustrySurvey,2,TRUE,TRUE,13,105,42.91667,-50.73117,2020_HalibutSurvey,TRUE
6566,20-SS-HS-HYP 559,IndustrySurvey,1,TRUE,TRUE,8,103,42.91667,-50.73117,2020_HalibutSurvey,TRUE
6567,20-SS-HS-HYP 560,IndustrySurvey,1,TRUE,TRUE,18,120,42.91667,-50.73117,2020_HalibutSurvey,TRUE
6568,20-SS-HS-HYP 561,IndustrySurvey,2,TRUE,TRUE,13,156,42.91667,-50.73117,2020_HalibutSurvey,TRUE
6570,20-SS-HS-HYP 563,IndustrySurvey,2,TRUE,TRUE,12,153,42.91667,-50.73117,2020_HalibutSurvey,TRUE
6571,20-SS-HS-HYP 564,IndustrySurvey,2,TRUE,TRUE,9,132,42.91667,-50.73117,2020_HalibutSurvey,TRUE
6572,20-SS-HS-HYP 565,IndustrySurvey,2,TRUE,TRUE,10,116,42.91667,-50.73117,2020_HalibutSurvey,TRUE
6573,20-SS-HS-HYP 566,IndustrySurvey,2,TRUE,TRUE,7,92,42.91667,-50.73117,2020_HalibutSurvey,TRUE
6574,20-SS-HS-HYP 567,IndustrySurvey,2,TRUE,TRUE,9,99,42.91667,-50.73117,2020_HalibutSurvey,TRUE
6575,20-SS-HS-HYP 568,IndustrySurvey,1,TRUE,TRUE,10,83,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6576,20-SS-HS-HYP 569,IndustrySurvey,2,TRUE,TRUE,8,137,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6577,20-SS-HS-HYP 570,IndustrySurvey,2,TRUE,TRUE,8,124,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6578,20-SS-HS-HYP 571,IndustrySurvey,2,TRUE,TRUE,8,110,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6579,20-SS-HS-HYP 572,IndustrySurvey,1,TRUE,TRUE,12,94,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6580,20-SS-HS-HYP 573,IndustrySurvey,1,TRUE,TRUE,7,114,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6581,20-SS-HS-HYP 574,IndustrySurvey,2,TRUE,TRUE,9,118,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6582,20-SS-HS-HYP 575,IndustrySurvey,2,TRUE,TRUE,7,102,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6584,20-SS-HS-HYP 577,IndustrySurvey,2,TRUE,TRUE,11,115,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6585,20-SS-HS-HYP 578,IndustrySurvey,2,TRUE,TRUE,7,92,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6586,20-SS-HS-HYP 579,IndustrySurvey,1,TRUE,TRUE,8,119,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6587,20-SS-HS-HYP 580,IndustrySurvey,2,TRUE,TRUE,9,98,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6588,20-SS-HS-HYP 581,IndustrySurvey,1,TRUE,TRUE,9,110,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6590,20-SS-HS-HYP 583,IndustrySurvey,1,TRUE,TRUE,7,88,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6591,20-SS-HS-HYP 584,IndustrySurvey,2,TRUE,TRUE,10,133,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6592,20-SS-HS-HYP 585,IndustrySurvey,2,TRUE,TRUE,11,140,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6593,20-SS-HS-HYP 586,IndustrySurvey,2,TRUE,TRUE,9,144,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6594,20-SS-HS-HYP 587,IndustrySurvey,2,TRUE,TRUE,13,153,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6595,20-SS-HS-HYP 588,IndustrySurvey,2,TRUE,TRUE,11,128,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6596,20-SS-HS-HYP 589,IndustrySurvey,1,TRUE,TRUE,18,123,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6597,20-SS-HS-HYP 590,IndustrySurvey,2,TRUE,TRUE,15,161,42.8825,-50.65283,2020_HalibutSurvey,TRUE
6598,20-SS-HS-HYP 591,IndustrySurvey,1,TRUE,TRUE,8,90,42.8745,-50.632,2020_HalibutSurvey,TRUE
6599,20-SS-HS-HYP 592,IndustrySurvey,1,TRUE,TRUE,10,93,42.8745,-50.632,2020_HalibutSurvey,TRUE
6600,20-SS-HS-HYP 593,IndustrySurvey,2,TRUE,TRUE,8,107,42.8745,-50.632,2020_HalibutSurvey,TRUE
6601,20-SS-HS-HYP 594,IndustrySurvey,2,TRUE,TRUE,13,142,42.8745,-50.632,2020_HalibutSurvey,TRUE
6602,20-SS-HS-HYP 595,IndustrySurvey,2,TRUE,TRUE,10,116,42.8745,-50.632,2020_HalibutSurvey,TRUE
6603,20-SS-HS-HYP 596,IndustrySurvey,2,TRUE,TRUE,7,95,42.8745,-50.632,2020_HalibutSurvey,TRUE
6604,20-SS-HS-HYP 597,IndustrySurvey,2,TRUE,TRUE,9,130,42.8745,-50.632,2020_HalibutSurvey,TRUE
6605,20-SS-HS-HYP 598,IndustrySurvey,2,TRUE,TRUE,7,98,42.8745,-50.632,2020_HalibutSurvey,TRUE
6606,20-SS-HS-HYP 599,IndustrySurvey,1,TRUE,TRUE,6,100,42.8745,-50.632,2020_HalibutSurvey,TRUE
6607,20-SS-HS-HYP 600,IndustrySurvey,1,TRUE,TRUE,8,112,42.8745,-50.632,2020_HalibutSurvey,TRUE
6609,20-SS-HS-HYP 602,IndustrySurvey,2,TRUE,TRUE,13,137,42.8745,-50.632,2020_HalibutSurvey,TRUE
6610,20-SS-HS-HYP 603,IndustrySurvey,1,TRUE,TRUE,12,121,42.8745,-50.632,2020_HalibutSurvey,TRUE
6611,20-SS-HS-HYP 604,IndustrySurvey,1,TRUE,TRUE,10,119,42.88283,-50.5465,2020_HalibutSurvey,TRUE
6612,20-SS-HS-HYP 605,IndustrySurvey,2,TRUE,TRUE,9,128,42.88283,-50.5465,2020_HalibutSurvey,TRUE
6613,20-SS-HS-HYP 606,IndustrySurvey,2,TRUE,TRUE,9,116,42.88283,-50.5465,2020_HalibutSurvey,TRUE
6614,20-SS-HS-HYP 607,IndustrySurvey,2,TRUE,TRUE,9,138,42.88283,-50.5465,2020_HalibutSurvey,TRUE
6615,20-SS-HS-HYP 608,IndustrySurvey,1,TRUE,TRUE,12,122,42.88283,-50.5465,2020_HalibutSurvey,TRUE
6616,20-SS-HS-HYP 609,IndustrySurvey,2,TRUE,TRUE,11,142,42.88283,-50.5465,2020_HalibutSurvey,TRUE
6617,20-SS-HS-HYP 610,IndustrySurvey,1,TRUE,TRUE,12,115,42.88283,-50.5465,2020_HalibutSurvey,TRUE
6618,20-SS-HS-HYP 611,IndustrySurvey,2,TRUE,TRUE,12,124,42.88283,-50.5465,2020_HalibutSurvey,TRUE
6619,20-SS-HS-HYP 612,IndustrySurvey,2,TRUE,TRUE,12,110,42.88283,-50.5465,2020_HalibutSurvey,TRUE
6620,20-SS-HS-HYP 613,IndustrySurvey,1,TRUE,TRUE,14,129,42.88283,-50.5465,2020_HalibutSurvey,TRUE
6621,20-SS-HS-HYP 614,IndustrySurvey,2,TRUE,TRUE,7,98,42.88283,-50.5465,2020_HalibutSurvey,TRUE
6622,20-SS-HS-HYP 615,IndustrySurvey,2,TRUE,TRUE,6,102,42.88283,-50.5465,2020_HalibutSurvey,TRUE
6624,20-SS-HS-HYP 617,IndustrySurvey,2,TRUE,TRUE,13,134,42.88283,-50.5465,2020_HalibutSurvey,TRUE
6625,20-SS-HS-HYP 618,IndustrySurvey,2,TRUE,TRUE,8,92,42.88283,-50.5465,2020_HalibutSurvey,TRUE
6626,20-SS-HS-HYP 619,IndustrySurvey,1,TRUE,TRUE,5,104,42.88283,-50.5465,2020_HalibutSurvey,TRUE
6627,20-SS-HS-HYP 620,IndustrySurvey,1,TRUE,TRUE,13,90,42.88283,-50.5465,2020_HalibutSurvey,TRUE
6628,20-SS-HS-HYP 621,IndustrySurvey,1,TRUE,TRUE,8,108,42.88283,-50.5465,2020_HalibutSurvey,TRUE
6630,20-SS-HS-HYP 623,IndustrySurvey,2,TRUE,TRUE,8,109,42.85533,-50.5645,2020_HalibutSurvey,TRUE
6631,20-SS-HS-HYP 624,IndustrySurvey,2,TRUE,TRUE,7,117,42.85533,-50.5645,2020_HalibutSurvey,TRUE
6632,20-SS-HS-HYP 625,IndustrySurvey,2,TRUE,TRUE,9,121,42.85533,-50.5645,2020_HalibutSurvey,TRUE
6633,20-SS-HS-HYP 626,IndustrySurvey,1,TRUE,TRUE,7,111,42.85533,-50.5645,2020_HalibutSurvey,TRUE
6635,20-SS-HS-HYP 628,IndustrySurvey,2,TRUE,TRUE,12,135,42.85533,-50.5645,2020_HalibutSurvey,TRUE
6636,20-SS-HS-HYP 629,IndustrySurvey,2,TRUE,TRUE,14,160,42.85533,-50.5645,2020_HalibutSurvey,TRUE
6637,20-SS-HS-HYP 630,IndustrySurvey,1,TRUE,TRUE,8,95,42.85533,-50.5645,2020_HalibutSurvey,TRUE
6638,20-SS-HS-HYP 631,IndustrySurvey,2,TRUE,TRUE,9,98,42.85533,-50.5645,2020_HalibutSurvey,TRUE
6639,20-SS-HS-HYP 632,IndustrySurvey,1,TRUE,TRUE,8,124,42.85533,-50.5645,2020_HalibutSurvey,TRUE
6640,20-SS-HS-HYP 633,IndustrySurvey,1,TRUE,TRUE,14,131,42.85533,-50.5645,2020_HalibutSurvey,TRUE
6641,20-SS-HS-HYP 634,IndustrySurvey,2,TRUE,TRUE,8,105,42.85533,-50.5645,2020_HalibutSurvey,TRUE
6642,20-SS-HS-HYP 635,IndustrySurvey,1,TRUE,TRUE,10,106,42.85533,-50.5645,2020_HalibutSurvey,TRUE
6643,20-SS-HS-HYP 636,IndustrySurvey,2,TRUE,TRUE,10,100,42.83333,-50.54033,2020_HalibutSurvey,TRUE
6644,20-SS-HS-HYP 637,IndustrySurvey,2,TRUE,TRUE,7,114,42.83333,-50.54033,2020_HalibutSurvey,TRUE
6645,20-SS-HS-HYP 638,IndustrySurvey,1,TRUE,TRUE,8,103,42.83333,-50.54033,2020_HalibutSurvey,TRUE
6646,20-SS-HS-HYP 639,IndustrySurvey,1,TRUE,TRUE,8,100,42.83333,-50.54033,2020_HalibutSurvey,TRUE
6647,20-SS-HS-HYP 640,IndustrySurvey,2,TRUE,TRUE,7,103,42.83333,-50.54033,2020_HalibutSurvey,TRUE
6648,20-SS-HS-HYP 641,IndustrySurvey,1,TRUE,TRUE,12,114,42.83333,-50.54033,2020_HalibutSurvey,TRUE
6649,20-SS-HS-HYP 642,IndustrySurvey,1,TRUE,TRUE,11,108,42.83333,-50.54033,2020_HalibutSurvey,TRUE
6650,20-SS-HS-HYP 643,IndustrySurvey,2,TRUE,TRUE,13,117,42.83333,-50.54033,2020_HalibutSurvey,TRUE
6651,20-SS-HS-HYP 644,IndustrySurvey,2,TRUE,TRUE,7,131,42.83333,-50.54033,2020_HalibutSurvey,TRUE
6652,20-SS-HS-HYP 645,IndustrySurvey,1,TRUE,TRUE,10,120,42.83333,-50.54033,2020_HalibutSurvey,TRUE
6653,20-SS-HS-HYP 646,IndustrySurvey,2,TRUE,TRUE,8,109,42.83333,-50.54033,2020_HalibutSurvey,TRUE
6654,20-SS-HS-HYP 647,IndustrySurvey,2,TRUE,TRUE,13,157,42.83333,-50.54033,2020_HalibutSurvey,TRUE
6655,20-SS-HS-HYP 648,IndustrySurvey,2,TRUE,TRUE,8,105,42.802,-50.49317,2020_HalibutSurvey,TRUE
6657,20-SS-HS-HYP 731,IndustrySurvey,1,TRUE,TRUE,6,108,42.802,-50.49317,2020_HalibutSurvey,TRUE
6658,20-SS-HS-HYP 732,IndustrySurvey,1,TRUE,TRUE,8,112,42.802,-50.49317,2020_HalibutSurvey,TRUE
6659,20-SS-HS-HYP 733,IndustrySurvey,2,TRUE,TRUE,8,122,42.802,-50.49317,2020_HalibutSurvey,TRUE
